Category,Region,Year,Value
Wood,'MACROREGIUNEA TREI',1991,672.3
Wood,'MACROREGIUNEA TREI',1992,672.1
Wood,'MACROREGIUNEA TREI',1993,668.7
Wood,'MACROREGIUNEA TREI',1994,666.7
Wood,'MACROREGIUNEA TREI',1995,668.1
Wood,'MACROREGIUNEA TREI',1996,668.5
Wood,'MACROREGIUNEA TREI',1997,667.8
Wood,'MACROREGIUNEA TREI',1998,666.6
Wood,'MACROREGIUNEA TREI',1999,666.3
Wood,'MACROREGIUNEA TREI',2000,665.1
Wood,'MACROREGIUNEA TREI',2001,665.6
Wood,'MACROREGIUNEA TREI',2002,666.6
Wood,'MACROREGIUNEA TREI',2003,662.2
Wood,'MACROREGIUNEA TREI',2004,662.5
Wood,'MACROREGIUNEA TREI',2005,663.4
Wood,'MACROREGIUNEA TREI',2006,664.5
Wood,'MACROREGIUNEA TREI',2007,663.2
Wood,'MACROREGIUNEA TREI',2008,663.7
Wood,'MACROREGIUNEA TREI',2009,663.1
Wood,'MACROREGIUNEA TREI',2010,665.6
Wood,'MACROREGIUNEA TREI',2011,665.8
Wood,'MACROREGIUNEA TREI',2012,665.6
Wood,'MACROREGIUNEA TREI',2013,665.9
Wood,'MACROREGIUNEA TREI',2014,665.9
Wood,'MACROREGIUNEA TREI',2015,667.3
Wood,'MACROREGIUNEA TREI',2016,667.1
Wood,'MACROREGIUNEA TREI',2017,667.6
Wood,'MACROREGIUNEA TREI',2018,666.7
Wood,'MACROREGIUNEA TREI',2019,667.2
Wood,'Regiunea SUD-MUNTENIA',1990,646.7
Wood,'Regiunea SUD-MUNTENIA',1991,653.0
Wood,'Regiunea SUD-MUNTENIA',1992,646.7
Wood,'Regiunea SUD-MUNTENIA',1993,643.8
Wood,'Regiunea SUD-MUNTENIA',1994,641.6
Wood,'Regiunea SUD-MUNTENIA',1995,643.2
Wood,'Regiunea SUD-MUNTENIA',1996,643.6
Wood,'Regiunea SUD-MUNTENIA',1997,643.1
Wood,'Regiunea SUD-MUNTENIA',1998,641.9
Wood,'Regiunea SUD-MUNTENIA',1999,641.8
Wood,'Regiunea SUD-MUNTENIA',2000,640.3
Wood,'Regiunea SUD-MUNTENIA',2001,640.7
Wood,'Regiunea SUD-MUNTENIA',2002,641.6
Wood,'Regiunea SUD-MUNTENIA',2003,637.4
Wood,'Regiunea SUD-MUNTENIA',2004,637.5
Wood,'Regiunea SUD-MUNTENIA',2005,638.4
Wood,'Regiunea SUD-MUNTENIA',2006,639.5
Wood,'Regiunea SUD-MUNTENIA',2007,638.3
Wood,'Regiunea SUD-MUNTENIA',2008,638.7
Wood,'Regiunea SUD-MUNTENIA',2009,638.3
Wood,'Regiunea SUD-MUNTENIA',2010,640.7
Wood,'Regiunea SUD-MUNTENIA',2011,640.9
Wood,'Regiunea SUD-MUNTENIA',2012,640.7
Wood,'Regiunea SUD-MUNTENIA',2013,640.8
Wood,'Regiunea SUD-MUNTENIA',2014,640.8
Wood,'Regiunea SUD-MUNTENIA',2015,642.3
Wood,'Regiunea SUD-MUNTENIA',2016,642.1
Wood,'Regiunea SUD-MUNTENIA',2017,642.7
Wood,'Regiunea SUD-MUNTENIA',2018,641.8
Wood,'Regiunea SUD-MUNTENIA',2019,642.1
Wood,Arges,1990,273.1
Wood,Arges,1991,273.1
Wood,Arges,1992,273.3
Wood,Arges,1993,273.2
Wood,Arges,1994,274.4
Wood,Arges,1995,275.1
Wood,Arges,1996,274.9
Wood,Arges,1997,274.8
Wood,Arges,1998,274.5
Wood,Arges,1999,274.5
Wood,Arges,2000,273.7
Wood,Arges,2001,273.8
Wood,Arges,2002,273.9
Wood,Arges,2003,271.6
Wood,Arges,2004,271.3
Wood,Arges,2005,271.4
Wood,Arges,2006,271.3
Wood,Arges,2007,272.3
Wood,Arges,2008,271.6
Wood,Arges,2009,271.3
Wood,Arges,2010,271.5
Wood,Arges,2011,271.5
Wood,Arges,2012,271.3
Wood,Arges,2013,271.3
Wood,Arges,2014,271.3
Wood,Arges,2015,272.1
Wood,Arges,2016,272.0
Wood,Arges,2017,272.4
Wood,Arges,2018,271.7
Wood,Arges,2019,271.9
Wood,Calarasi,1990,20.4
Wood,Calarasi,1991,20.4
Wood,Calarasi,1992,20.6
Wood,Calarasi,1993,20.1
Wood,Calarasi,1994,19.5
Wood,Calarasi,1995,20.3
Wood,Calarasi,1996,20.3
Wood,Calarasi,1997,20.2
Wood,Calarasi,1998,20.3
Wood,Calarasi,1999,20.2
Wood,Calarasi,2000,20.2
Wood,Calarasi,2001,20.2
Wood,Calarasi,2002,20.2
Wood,Calarasi,2003,20.1
Wood,Calarasi,2004,20.0
Wood,Calarasi,2005,20.0
Wood,Calarasi,2006,20.3
Wood,Calarasi,2007,20.6
Wood,Calarasi,2008,20.8
Wood,Calarasi,2009,20.9
Wood,Calarasi,2010,20.8
Wood,Calarasi,2011,20.8
Wood,Calarasi,2012,21.0
Wood,Calarasi,2013,21.0
Wood,Calarasi,2014,21.0
Wood,Calarasi,2015,21.0
Wood,Calarasi,2016,21.0
Wood,Calarasi,2017,21.3
Wood,Calarasi,2018,21.2
Wood,Calarasi,2019,21.1
Wood,Dambovita,1990,116.3
Wood,Dambovita,1991,116.2
Wood,Dambovita,1992,116.4
Wood,Dambovita,1993,116.5
Wood,Dambovita,1994,115.7
Wood,Dambovita,1995,115.8
Wood,Dambovita,1996,116.1
Wood,Dambovita,1997,115.8
Wood,Dambovita,1998,115.4
Wood,Dambovita,1999,115.8
Wood,Dambovita,2000,115.6
Wood,Dambovita,2001,115.6
Wood,Dambovita,2002,115.6
Wood,Dambovita,2003,115.6
Wood,Dambovita,2004,115.5
Wood,Dambovita,2005,115.2
Wood,Dambovita,2006,115.7
Wood,Dambovita,2007,115.1
Wood,Dambovita,2008,115.7
Wood,Dambovita,2009,115.0
Wood,Dambovita,2010,116.3
Wood,Dambovita,2011,116.7
Wood,Dambovita,2012,116.3
Wood,Dambovita,2013,116.3
Wood,Dambovita,2014,116.0
Wood,Dambovita,2015,116.6
Wood,Dambovita,2016,116.6
Wood,Dambovita,2017,116.6
Wood,Dambovita,2018,116.6
Wood,Dambovita,2019,116.3
Wood,Giurgiu,1990,38.6
Wood,Giurgiu,1991,44.7
Wood,Giurgiu,1992,38.2
Wood,Giurgiu,1993,37.8
Wood,Giurgiu,1994,36.1
Wood,Giurgiu,1995,36.0
Wood,Giurgiu,1996,36.1
Wood,Giurgiu,1997,36.0
Wood,Giurgiu,1998,35.8
Wood,Giurgiu,1999,35.8
Wood,Giurgiu,2000,35.7
Wood,Giurgiu,2001,35.9
Wood,Giurgiu,2002,36.0
Wood,Giurgiu,2003,35.4
Wood,Giurgiu,2004,36.1
Wood,Giurgiu,2005,36.2
Wood,Giurgiu,2006,36.1
Wood,Giurgiu,2007,35.9
Wood,Giurgiu,2008,35.9
Wood,Giurgiu,2009,36.5
Wood,Giurgiu,2010,35.8
Wood,Giurgiu,2011,36.1
Wood,Giurgiu,2012,36.7
Wood,Giurgiu,2013,36.8
Wood,Giurgiu,2014,36.8
Wood,Giurgiu,2015,36.8
Wood,Giurgiu,2016,36.8
Wood,Giurgiu,2017,36.7
Wood,Giurgiu,2018,36.7
Wood,Giurgiu,2019,36.8
Wood,Ialomita,1990,24.8
Wood,Ialomita,1991,24.9
Wood,Ialomita,1992,24.8
Wood,Ialomita,1993,24.5
Wood,Ialomita,1994,24.3
Wood,Ialomita,1995,24.5
Wood,Ialomita,1996,24.4
Wood,Ialomita,1997,23.8
Wood,Ialomita,1998,23.8
Wood,Ialomita,1999,24.0
Wood,Ialomita,2000,23.9
Wood,Ialomita,2001,23.9
Wood,Ialomita,2002,24.2
Wood,Ialomita,2003,24.3
Wood,Ialomita,2004,24.1
Wood,Ialomita,2005,24.1
Wood,Ialomita,2006,24.3
Wood,Ialomita,2007,24.2
Wood,Ialomita,2008,24.2
Wood,Ialomita,2009,24.2
Wood,Ialomita,2010,24.0
Wood,Ialomita,2011,24.4
Wood,Ialomita,2012,24.8
Wood,Ialomita,2013,24.8
Wood,Ialomita,2014,24.8
Wood,Ialomita,2015,24.9
Wood,Ialomita,2016,24.8
Wood,Ialomita,2017,24.8
Wood,Ialomita,2018,24.8
Wood,Ialomita,2019,24.8
Wood,Prahova,1990,147.0
Wood,Prahova,1991,146.9
Wood,Prahova,1992,146.9
Wood,Prahova,1993,146.2
Wood,Prahova,1994,144.3
Wood,Prahova,1995,144.4
Wood,Prahova,1996,145.0
Wood,Prahova,1997,145.6
Wood,Prahova,1998,145.6
Wood,Prahova,1999,145.2
Wood,Prahova,2000,145.0
Wood,Prahova,2001,145.1
Wood,Prahova,2002,145.1
Wood,Prahova,2003,144.2
Wood,Prahova,2004,144.2
Wood,Prahova,2005,145.3
Wood,Prahova,2006,145.0
Wood,Prahova,2007,144.2
Wood,Prahova,2008,144.4
Wood,Prahova,2009,144.1
Wood,Prahova,2010,144.9
Wood,Prahova,2011,144.9
Wood,Prahova,2012,144.1
Wood,Prahova,2013,144.1
Wood,Prahova,2014,144.2
Wood,Prahova,2015,144.2
Wood,Prahova,2016,144.3
Wood,Prahova,2017,144.2
Wood,Prahova,2018,144.2
Wood,Prahova,2019,144.3
Wood,Teleorman,1990,26.5
Wood,Teleorman,1991,26.8
Wood,Teleorman,1992,26.5
Wood,Teleorman,1993,25.5
Wood,Teleorman,1994,27.3
Wood,Teleorman,1995,27.1
Wood,Teleorman,1996,26.8
Wood,Teleorman,1997,26.9
Wood,Teleorman,1998,26.5
Wood,Teleorman,1999,26.3
Wood,Teleorman,2000,26.2
Wood,Teleorman,2001,26.2
Wood,Teleorman,2002,26.6
Wood,Teleorman,2003,26.2
Wood,Teleorman,2004,26.3
Wood,Teleorman,2005,26.2
Wood,Teleorman,2006,26.8
Wood,Teleorman,2007,26.0
Wood,Teleorman,2008,26.1
Wood,Teleorman,2009,26.3
Wood,Teleorman,2010,27.4
Wood,Teleorman,2011,26.5
Wood,Teleorman,2012,26.5
Wood,Teleorman,2013,26.5
Wood,Teleorman,2014,26.7
Wood,Teleorman,2015,26.7
Wood,Teleorman,2016,26.6
Wood,Teleorman,2017,26.7
Wood,Teleorman,2018,26.6
Wood,Teleorman,2019,26.9
Wood,'Regiunea BUCURESTI - ILFOV',1990,25.5
Wood,'Regiunea BUCURESTI - ILFOV',1991,19.3
Wood,'Regiunea BUCURESTI - ILFOV',1992,25.4
Wood,'Regiunea BUCURESTI - ILFOV',1993,24.9
Wood,'Regiunea BUCURESTI - ILFOV',1994,25.1
Wood,'Regiunea BUCURESTI - ILFOV',1995,24.9
Wood,'Regiunea BUCURESTI - ILFOV',1996,24.9
Wood,'Regiunea BUCURESTI - ILFOV',1997,24.7
Wood,'Regiunea BUCURESTI - ILFOV',1998,24.7
Wood,'Regiunea BUCURESTI - ILFOV',1999,24.5
Wood,'Regiunea BUCURESTI - ILFOV',2000,24.8
Wood,'Regiunea BUCURESTI - ILFOV',2001,24.9
Wood,'Regiunea BUCURESTI - ILFOV',2002,25.0
Wood,'Regiunea BUCURESTI - ILFOV',2003,24.8
Wood,'Regiunea BUCURESTI - ILFOV',2004,25.0
Wood,'Regiunea BUCURESTI - ILFOV',2005,25.0
Wood,'Regiunea BUCURESTI - ILFOV',2006,25.0
Wood,'Regiunea BUCURESTI - ILFOV',2007,24.9
Wood,'Regiunea BUCURESTI - ILFOV',2008,25.0
Wood,'Regiunea BUCURESTI - ILFOV',2009,24.8
Wood,'Regiunea BUCURESTI - ILFOV',2010,24.9
Wood,'Regiunea BUCURESTI - ILFOV',2011,24.9
Wood,'Regiunea BUCURESTI - ILFOV',2012,24.9
Wood,'Regiunea BUCURESTI - ILFOV',2013,25.1
Wood,'Regiunea BUCURESTI - ILFOV',2014,25.1
Wood,'Regiunea BUCURESTI - ILFOV',2015,25.0
Wood,'Regiunea BUCURESTI - ILFOV',2016,25.0
Wood,'Regiunea BUCURESTI - ILFOV',2017,24.9
Wood,'Regiunea BUCURESTI - ILFOV',2018,24.9
Wood,'Regiunea BUCURESTI - ILFOV',2019,25.1
Wood,Ilfov,1990,25.5
Wood,Ilfov,1991,19.3
Wood,Ilfov,1992,25.4
Wood,Ilfov,1993,24.9
Wood,Ilfov,1994,25.1
Wood,Ilfov,1995,24.9
Wood,Ilfov,1996,24.9
Wood,Ilfov,1997,24.7
Wood,Ilfov,1998,24.7
Wood,Ilfov,1999,24.5
Wood,Ilfov,2000,24.8
Wood,Ilfov,2001,24.3
Wood,Ilfov,2002,24.4
Wood,Ilfov,2003,24.2
Wood,Ilfov,2004,24.4
Wood,Ilfov,2005,24.4
Wood,Ilfov,2006,24.4
Wood,Ilfov,2007,24.3
Wood,Ilfov,2008,24.4
Wood,Ilfov,2009,24.2
Wood,Ilfov,2010,24.3
Wood,Ilfov,2011,24.3
Wood,Ilfov,2012,24.3
Wood,Ilfov,2013,24.5
Wood,Ilfov,2014,24.5
Wood,Ilfov,2015,24.5
Wood,Ilfov,2016,24.5
Wood,Ilfov,2017,24.4
Wood,Ilfov,2018,24.4
Wood,Ilfov,2019,24.6
Wood,Bucuresti,2001,0.6
Wood,Bucuresti,2002,0.6
Wood,Bucuresti,2003,0.6
Wood,Bucuresti,2004,0.6
Wood,Bucuresti,2005,0.6
Wood,Bucuresti,2006,0.6
Wood,Bucuresti,2007,0.6
Wood,Bucuresti,2008,0.6
Wood,Bucuresti,2009,0.6
Wood,Bucuresti,2010,0.6
Wood,Bucuresti,2011,0.6
Wood,Bucuresti,2012,0.6
Wood,Bucuresti,2013,0.6
Wood,Bucuresti,2014,0.6
Wood,Bucuresti,2015,0.5
Wood,Bucuresti,2016,0.5
Wood,Bucuresti,2017,0.5
Wood,Bucuresti,2018,0.5
Wood,Bucuresti,2019,0.5
Wood,'MACROREGIUNEA PATRU',1990,1772.6
Wood,'MACROREGIUNEA PATRU',1991,1773.4
Wood,'MACROREGIUNEA PATRU',1992,1772.2
Wood,'MACROREGIUNEA PATRU',1993,1777.2
Wood,'MACROREGIUNEA PATRU',1994,1773.8
Wood,'MACROREGIUNEA PATRU',1995,1772.7
Wood,'MACROREGIUNEA PATRU',1996,1771.8
Wood,'MACROREGIUNEA PATRU',1997,1771.9
Wood,'MACROREGIUNEA PATRU',1998,1770.3
Wood,'MACROREGIUNEA PATRU',1999,1772.1
Wood,'MACROREGIUNEA PATRU',2000,1771.9
Wood,'MACROREGIUNEA PATRU',2001,1772.5
Wood,'MACROREGIUNEA PATRU',2002,1770.5
Wood,'MACROREGIUNEA PATRU',2003,1767.3
Wood,'MACROREGIUNEA PATRU',2004,1769.4
Wood,'MACROREGIUNEA PATRU',2005,1767.4
Wood,'MACROREGIUNEA PATRU',2006,1781.2
Wood,'MACROREGIUNEA PATRU',2007,1788.9
Wood,'MACROREGIUNEA PATRU',2008,1788.7
Wood,'MACROREGIUNEA PATRU',2009,1793.7
Wood,'MACROREGIUNEA PATRU',2010,1803.3
Wood,'MACROREGIUNEA PATRU',2011,1808.1
Wood,'MACROREGIUNEA PATRU',2012,1810.6
Wood,'MACROREGIUNEA PATRU',2013,1817.1
Wood,'MACROREGIUNEA PATRU',2014,1820.3
Wood,'MACROREGIUNEA PATRU',2015,1826.5
Wood,'MACROREGIUNEA PATRU',2016,1826.8
Wood,'MACROREGIUNEA PATRU',2017,1825.2
Wood,'MACROREGIUNEA PATRU',2018,1827.8
Wood,'MACROREGIUNEA PATRU',2019,1831.5
Wood,'Regiunea SUD-VEST OLTENIA',1990,790.1
Wood,'Regiunea SUD-VEST OLTENIA',1991,790.5
Wood,'Regiunea SUD-VEST OLTENIA',1992,789.1
Wood,'Regiunea SUD-VEST OLTENIA',1993,791.2
Wood,'Regiunea SUD-VEST OLTENIA',1994,791.4
Wood,'Regiunea SUD-VEST OLTENIA',1995,784.3
Wood,'Regiunea SUD-VEST OLTENIA',1996,783.9
Wood,'Regiunea SUD-VEST OLTENIA',1997,783.9
Wood,'Regiunea SUD-VEST OLTENIA',1998,784.0
Wood,'Regiunea SUD-VEST OLTENIA',1999,785.7
Wood,'Regiunea SUD-VEST OLTENIA',2000,785.5
Wood,'Regiunea SUD-VEST OLTENIA',2001,786.1
Wood,'Regiunea SUD-VEST OLTENIA',2002,784.4
Wood,'Regiunea SUD-VEST OLTENIA',2003,783.2
Wood,'Regiunea SUD-VEST OLTENIA',2004,785.2
Wood,'Regiunea SUD-VEST OLTENIA',2005,783.5
Wood,'Regiunea SUD-VEST OLTENIA',2006,781.3
Wood,'Regiunea SUD-VEST OLTENIA',2007,784.4
Wood,'Regiunea SUD-VEST OLTENIA',2008,783.8
Wood,'Regiunea SUD-VEST OLTENIA',2009,785.5
Wood,'Regiunea SUD-VEST OLTENIA',2010,784.5
Wood,'Regiunea SUD-VEST OLTENIA',2011,787.0
Wood,'Regiunea SUD-VEST OLTENIA',2012,787.8
Wood,'Regiunea SUD-VEST OLTENIA',2013,788.8
Wood,'Regiunea SUD-VEST OLTENIA',2014,789.8
Wood,'Regiunea SUD-VEST OLTENIA',2015,791.9
Wood,'Regiunea SUD-VEST OLTENIA',2016,791.0
Wood,'Regiunea SUD-VEST OLTENIA',2017,788.3
Wood,'Regiunea SUD-VEST OLTENIA',2018,784.5
Wood,'Regiunea SUD-VEST OLTENIA',2019,784.4
Wood,Dolj,1990,78.5
Wood,Dolj,1991,78.8
Wood,Dolj,1992,78.2
Wood,Dolj,1993,77.8
Wood,Dolj,1994,78.0
Wood,Dolj,1995,78.4
Wood,Dolj,1996,78.1
Wood,Dolj,1997,78.0
Wood,Dolj,1998,78.0
Wood,Dolj,1999,78.7
Wood,Dolj,2000,79.0
Wood,Dolj,2001,79.7
Wood,Dolj,2002,80.1
Wood,Dolj,2003,80.9
Wood,Dolj,2004,81.6
Wood,Dolj,2005,82.0
Wood,Dolj,2006,81.9
Wood,Dolj,2007,81.4
Wood,Dolj,2008,81.5
Wood,Dolj,2009,81.3
Wood,Dolj,2010,81.4
Wood,Dolj,2011,82.4
Wood,Dolj,2012,82.3
Wood,Dolj,2013,84.0
Wood,Dolj,2014,84.2
Wood,Dolj,2015,84.4
Wood,Dolj,2016,84.4
Wood,Dolj,2017,81.4
Wood,Dolj,2018,81.6
Wood,Dolj,2019,81.5
Wood,Gorj,1990,249.9
Wood,Gorj,1991,249.9
Wood,Gorj,1992,249.7
Wood,Gorj,1993,251.3
Wood,Gorj,1994,251.4
Wood,Gorj,1995,245.3
Wood,Gorj,1996,245.4
Wood,Gorj,1997,245.2
Wood,Gorj,1998,244.7
Wood,Gorj,1999,245.4
Wood,Gorj,2000,245.2
Wood,Gorj,2001,245.4
Wood,Gorj,2002,244.5
Wood,Gorj,2003,244.3
Wood,Gorj,2004,244.1
Wood,Gorj,2005,243.9
Wood,Gorj,2006,244.5
Wood,Gorj,2007,246.0
Wood,Gorj,2008,244.4
Wood,Gorj,2009,244.4
Wood,Gorj,2010,243.1
Wood,Gorj,2011,243.3
Wood,Gorj,2012,243.2
Wood,Gorj,2013,242.3
Wood,Gorj,2014,242.6
Wood,Gorj,2015,243.8
Wood,Gorj,2016,244.1
Wood,Gorj,2017,244.2
Wood,Gorj,2018,244.2
Wood,Gorj,2019,243.9
Wood,Mehedinti,1990,142.6
Wood,Mehedinti,1991,142.7
Wood,Mehedinti,1992,142.7
Wood,Mehedinti,1993,143.8
Wood,Mehedinti,1994,143.8
Wood,Mehedinti,1995,143.6
Wood,Mehedinti,1996,143.6
Wood,Mehedinti,1997,143.5
Wood,Mehedinti,1998,143.6
Wood,Mehedinti,1999,143.6
Wood,Mehedinti,2000,143.6
Wood,Mehedinti,2001,143.6
Wood,Mehedinti,2002,143.3
Wood,Mehedinti,2003,143.7
Wood,Mehedinti,2004,143.7
Wood,Mehedinti,2005,144.1
Wood,Mehedinti,2006,144.1
Wood,Mehedinti,2007,145.2
Wood,Mehedinti,2008,145.3
Wood,Mehedinti,2009,144.9
Wood,Mehedinti,2010,144.9
Wood,Mehedinti,2011,145.0
Wood,Mehedinti,2012,145.4
Wood,Mehedinti,2013,145.3
Wood,Mehedinti,2014,145.4
Wood,Mehedinti,2015,145.9
Wood,Mehedinti,2016,146.1
Wood,Mehedinti,2017,146.7
Wood,Mehedinti,2018,146.8
Wood,Mehedinti,2019,146.3
Wood,Olt,1990,51.2
Wood,Olt,1991,51.1
Wood,Olt,1992,50.8
Wood,Olt,1993,50.6
Wood,Olt,1994,49.8
Wood,Olt,1995,49.8
Wood,Olt,1996,49.7
Wood,Olt,1997,49.8
Wood,Olt,1998,49.8
Wood,Olt,1999,50.1
Wood,Olt,2000,49.9
Wood,Olt,2001,49.5
Wood,Olt,2002,49.3
Wood,Olt,2003,49.3
Wood,Olt,2004,49.7
Wood,Olt,2005,49.9
Wood,Olt,2006,48.8
Wood,Olt,2007,49.4
Wood,Olt,2008,50.2
Wood,Olt,2009,49.7
Wood,Olt,2010,49.8
Wood,Olt,2011,51.1
Wood,Olt,2012,51.1
Wood,Olt,2013,51.3
Wood,Olt,2014,51.5
Wood,Olt,2015,51.8
Wood,Olt,2016,51.8
Wood,Olt,2017,51.2
Wood,Olt,2018,51.3
Wood,Olt,2019,51.4
Wood,Valcea,1990,267.9
Wood,Valcea,1991,268.0
Wood,Valcea,1992,267.7
Wood,Valcea,1993,267.7
Wood,Valcea,1994,268.4
Wood,Valcea,1995,267.2
Wood,Valcea,1996,267.1
Wood,Valcea,1997,267.4
Wood,Valcea,1998,267.9
Wood,Valcea,1999,267.9
Wood,Valcea,2000,267.8
Wood,Valcea,2001,267.9
Wood,Valcea,2002,267.2
Wood,Valcea,2003,265.0
Wood,Valcea,2004,266.1
Wood,Valcea,2005,263.6
Wood,Valcea,2006,262.0
Wood,Valcea,2007,262.4
Wood,Valcea,2008,262.4
Wood,Valcea,2009,265.2
Wood,Valcea,2010,265.3
Wood,Valcea,2011,265.2
Wood,Valcea,2012,265.8
Wood,Valcea,2013,265.9
Wood,Valcea,2014,266.1
Wood,Valcea,2015,266.0
Wood,Valcea,2016,264.6
Wood,Valcea,2017,264.8
Wood,Valcea,2018,260.6
Wood,Valcea,2019,261.3
Wood,'Regiunea VEST',1990,982.5
Wood,'Regiunea VEST',1991,982.9
Wood,'Regiunea VEST',1992,983.1
Wood,'Regiunea VEST',1993,986.0
Wood,'Regiunea VEST',1994,982.4
Wood,'Regiunea VEST',1995,988.4
Wood,'Regiunea VEST',1996,987.9
Wood,'Regiunea VEST',1997,988.0
Wood,'Regiunea VEST',1998,986.3
Wood,'Regiunea VEST',1999,986.4
Wood,'Regiunea VEST',2000,986.4
Wood,'Regiunea VEST',2001,986.4
Wood,'Regiunea VEST',2002,986.1
Wood,'Regiunea VEST',2003,984.1
Wood,'Regiunea VEST',2004,984.2
Wood,'Regiunea VEST',2005,983.9
Wood,'Regiunea VEST',2006,999.9
Wood,'Regiunea VEST',2007,1004.5
Wood,'Regiunea VEST',2008,1004.9
Wood,'Regiunea VEST',2009,1008.2
Wood,'Regiunea VEST',2010,1018.8
Wood,'Regiunea VEST',2011,1021.1
Wood,'Regiunea VEST',2012,1022.8
Wood,'Regiunea VEST',2013,1028.3
Wood,'Regiunea VEST',2014,1030.5
Wood,'Regiunea VEST',2015,1034.6
Wood,'Regiunea VEST',2016,1035.8
Wood,'Regiunea VEST',2017,1036.9
Wood,'Regiunea VEST',2018,1043.3
Wood,'Regiunea VEST',2019,1047.1
Wood,Arad,1990,200.0
Wood,Arad,1991,200.1
Wood,Arad,1992,200.1
Wood,Arad,1993,203.9
Wood,Arad,1994,200.5
Wood,Arad,1995,200.1
Wood,Arad,1996,200.1
Wood,Arad,1997,200.1
Wood,Arad,1998,200.2
Wood,Arad,1999,200.2
Wood,Arad,2000,200.0
Wood,Arad,2001,200.0
Wood,Arad,2002,199.9
Wood,Arad,2003,196.9
Wood,Arad,2004,197.1
Wood,Arad,2005,196.3
Wood,Arad,2006,197.2
Wood,Arad,2007,200.8
Wood,Arad,2008,201.6
Wood,Arad,2009,204.2
Wood,Arad,2010,206.9
Wood,Arad,2011,208.1
Wood,Arad,2012,208.0
Wood,Arad,2013,207.9
Wood,Arad,2014,207.9
Wood,Arad,2015,207.4
Wood,Arad,2016,207.5
Wood,Arad,2017,207.3
Wood,Arad,2018,207.4
Wood,Arad,2019,207.4
Wood,Caras-Severin,1990,384.0
Wood,Caras-Severin,1991,384.2
Wood,Caras-Severin,1992,384.1
Wood,Caras-Severin,1993,384.8
Wood,Caras-Severin,1994,384.6
Wood,Caras-Severin,1995,384.6
Wood,Caras-Severin,1996,384.3
Wood,Caras-Severin,1997,384.2
Wood,Caras-Severin,1998,382.9
Wood,Caras-Severin,1999,382.8
Wood,Caras-Severin,2000,382.6
Wood,Caras-Severin,2001,382.7
Wood,Caras-Severin,2002,382.6
Wood,Caras-Severin,2003,382.2
Wood,Caras-Severin,2004,382.0
Wood,Caras-Severin,2005,382.2
Wood,Caras-Severin,2006,396.5
Wood,Caras-Severin,2007,396.5
Wood,Caras-Severin,2008,395.5
Wood,Caras-Severin,2009,395.8
Wood,Caras-Severin,2010,402.1
Wood,Caras-Severin,2011,402.6
Wood,Caras-Severin,2012,403.1
Wood,Caras-Severin,2013,408.0
Wood,Caras-Severin,2014,408.8
Wood,Caras-Severin,2015,412.9
Wood,Caras-Severin,2016,413.3
Wood,Caras-Severin,2017,413.7
Wood,Caras-Severin,2018,419.9
Wood,Caras-Severin,2019,422.8
Wood,Hunedoara,1990,299.8
Wood,Hunedoara,1991,299.9
Wood,Hunedoara,1992,299.8
Wood,Hunedoara,1993,298.3
Wood,Hunedoara,1994,298.3
Wood,Hunedoara,1995,304.7
Wood,Hunedoara,1996,304.4
Wood,Hunedoara,1997,304.5
Wood,Hunedoara,1998,304.0
Wood,Hunedoara,1999,304.1
Wood,Hunedoara,2000,303.9
Wood,Hunedoara,2001,303.8
Wood,Hunedoara,2002,304.1
Wood,Hunedoara,2003,304.2
Wood,Hunedoara,2004,304.4
Wood,Hunedoara,2005,304.5
Wood,Hunedoara,2006,305.4
Wood,Hunedoara,2007,305.0
Wood,Hunedoara,2008,305.0
Wood,Hunedoara,2009,305.8
Wood,Hunedoara,2010,307.1
Wood,Hunedoara,2011,307.5
Wood,Hunedoara,2012,308.4
Wood,Hunedoara,2013,309.1
Wood,Hunedoara,2014,310.4
Wood,Hunedoara,2015,311.0
Wood,Hunedoara,2016,311.7
Wood,Hunedoara,2017,311.8
Wood,Hunedoara,2018,312.0
Wood,Hunedoara,2019,311.8
Wood,Timis,1990,98.7
Wood,Timis,1991,98.7
Wood,Timis,1992,99.1
Wood,Timis,1993,99.0
Wood,Timis,1994,99.0
Wood,Timis,1995,99.0
Wood,Timis,1996,99.1
Wood,Timis,1997,99.2
Wood,Timis,1998,99.2
Wood,Timis,1999,99.3
Wood,Timis,2000,99.9
Wood,Timis,2001,99.9
Wood,Timis,2002,99.5
Wood,Timis,2003,100.8
Wood,Timis,2004,100.7
Wood,Timis,2005,100.9
Wood,Timis,2006,100.8
Wood,Timis,2007,102.2
Wood,Timis,2008,102.8
Wood,Timis,2009,102.4
Wood,Timis,2010,102.7
Wood,Timis,2011,102.9
Wood,Timis,2012,103.3
Wood,Timis,2013,103.3
Wood,Timis,2014,103.4
Wood,Timis,2015,103.3
Wood,Timis,2016,103.3
Wood,Timis,2017,104.1
Wood,Timis,2018,104.0
Wood,Timis,2019,105.1
Softwood,TOTAL,1990,1928.8
Softwood,TOTAL,1991,1929.9
Softwood,TOTAL,1992,1925.9
Softwood,TOTAL,1993,1915.8
Softwood,TOTAL,1994,1913.1
Softwood,TOTAL,1995,1902.9
Softwood,TOTAL,1996,1890.1
Softwood,TOTAL,1997,1883.0
Softwood,TOTAL,1998,1867.9
Softwood,TOTAL,1999,1861.4
Softwood,TOTAL,2000,1856.2
